InvoiceNo,StockCode,User ID,Product ID,Name,Brand,Price,Category,SubCategory,Quantity,Description,Type,Rating,InvoiceDate,time stamp,image link,Country
536388,21754,A3N7T0DY83Y4IG,528881469,DMart Healthy Choice Unpolished Chana Dal,DMart Healthy Choice,117,Grocery,Dals,1,"OverviewFor most Indians, comfort food is always linked to easy-to-cook homemade meals and what can be the most convenient and quick to prepare dal. A staple in the Indian diet, Chana dal has a rich flavour and aroma and provides protein. It can also be used in a variety of soups, salads, sweets, pakoras, and savouries. Essential in every household, Tata Sampann Chana dal is unpolished as it does not undergo any artificial polishing with water, oil, or leather thereby retaining its goodness and wholesomeness.The 5-step process ensures that Chana dal grains are uniform and of premium quality, giving you an all-natural, authentic taste. So, whenever you are in the mood to cook something easy and delicious, dive into the scrumptious taste of Chana dal, and enjoy a lovely meal!How to UseAmazing Recipes : Used in a variety of soups, salads, sweets, pakoras, and savouries.Storage Store in a cool and dry place. Transfer contents in an airtight container after opening.",Grocery > Dals,3,12-01-2010 09:59,1283990400,,United Kingdom
536388,21755,A38T51B7J6QVD9,594012015,DMart Healthy Choice Unpolished Moong Dal,DMart Healthy Choice,160,Grocery,Dals,1,Ingredients- Green Gram SplitOther must know InformationBest before 4 months from packaging.Storage InstructionsStore in a cool and dry place.,Grocery > Dals,1,12-01-2010 09:59,1377129600,,United Kingdom
536388,21523,A2B4F6LP0ZLI8E,594296420,DMart Healthy Choice Unpolished Toor Dal,DMart Healthy Choice,184,Grocery,Dals,1,"Key Features- Blend of 10 Aromatic Roasted Spices - Fortified with Iron, Iodine, Vitamin A - Add Magic of taste to your everyday dishes - Delight your kids with extraordinary taste!IngredientsUnpolished Toor DalOther must know InformationBest before 4 months from packagingStorage InstructionsStore in a cool and dry place",Grocery > Dals,3,12-01-2010 09:59,1398556800,,United Kingdom
536388,21363,A2AEHUKOV014BP,528881469,DMart Premia Almonds Salted,Premia,200,Grocery,Grocery/Dry Fruits,100,"list of IngredientsCommodity: Almonds.Ingredients: Roasted Almonds (99%), Iodised Salt (1%).Shelf Life (Days/Months)Best before four months from packagingOther Must Know Information  - Packed in a BRC certified facility  - Allergen Information: Packed in a facility that handles tree nuts, Soya, Sulphites, and Dairy products.Storage instructions - Keep the product sealed to preserve freshness.- Refrigeration is recommended for longer storage life.",Grocery > Grocery/Dry Fruits,5,12-01-2010 09:59,1284249600,,United Kingdom
536388,21411,A3HGTTFIDLCWDJ,594033926,DMart Premia Cashews Black Pepper,Premia,215,Grocery,Grocery/Dry Fruits,100,"list of IngredientsCommodity: Cashew Nuts.Ingredients: Roasted Cashew nuts (94%), Iodised salt (2%), Black pepper, Maltodextrin, Stabilizer (E415), Sugar, Anticaking agent (E551).Contains Added Flavour Natural & Nature Identical Flavouring Substances (Black Pepper).Shelf Life (Days/Months)Best before four months from packagingAny other Legal, QA, mandatory requirement- Packed in a BRC certified facility - Allergen Information: Packed in a facility that handles tree nuts, Soya, Sulphites, and Dairy products.Storage instructions - Keep the product sealed to preserve freshness.- Refrigeration is recommended for longer storage life.",Grocery > Grocery/Dry Fruits,4,12-01-2010 09:59,1396483200,,United Kingdom
536388,22318,A1FXYTO11KEJ2P,594033926,DMart Premia Cashews Salted,Premia,215,Grocery,Grocery/Dry Fruits,100,"IngredientsCommodity: Cashew Nuts.Ingredients: Roasted Cashew Nuts (98.8%), Iodised Salt (1.2%).Shelf Life (Days/Months)Best before four months from packagingOther Must Know Information- Packed in a BRC certified facility - Allergen Information: Packed in a facility that handles tree nuts, Soya, Sulphites, and Dairy products.Storage instructions - Keep the product sealed to preserve freshness.- Refrigeration is recommended for longer storage life.",Grocery > Grocery/Dry Fruits,4,12-01-2010 09:59,1398297600,,United Kingdom
536388,22464,A3SRXMPLAEZ6DP,972683275,Daawat Biryani Basmati Rice,Daawat,1097,Grocery,Rice & Rice Products,5,"OverviewThe grains of Daawat Biriyani Basmati Rice is aged naturally to perfection. This raises the quality of the rice. When cooked, the grains expand to almost double the length and become fluffy and non-sticky. The long grains and aromatic splendour of the Daawat Biriyani Basmati Rice are perfect for cooking various types of Pulao, Fried Rice and especially Biryani. Each grain of Daawat Biriyani Rice is of the finest quality owing to the brand&rsquo;s Octa-Q process.Key Features- The signature of authentic biryani is the length of the rice grain- Daawat biryani is the world's longest grain which gives the finest presentation to the biryani. Every single grain of Daawat biryani basmati rice elongates to 18-24 mm when cookedShelf LifeBest before 24 Months from the packing dateStorage ConditionStore in a cool and dry place.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length: - Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati). - Dubar has broken rice grains but longer than 75% of the length of the full-length rice. - Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice. - Kinki has broken rice grains less than 60% of the full length of the rice grain. - Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.",Grocery > Rice & Rice Products,4,12-01-2010 09:59,1405987200,,United Kingdom
536388,22915,A36MQBNADRH8YY,972683275,Daawat Biryani Basmati Rice,Daawat,220,Grocery,Rice & Rice Products,1,"OverviewThe grains of Daawat Biriyani Basmati Rice is aged naturally to perfection. This raises the quality of the rice. When cooked, the grains expand to almost double the length and become fluffy and non-sticky. The long grains and aromatic splendour of the Daawat Biriyani Basmati Rice are perfect for cooking various types of Pulao, Fried Rice and especially Biryani. Each grain of Daawat Biriyani Rice is of the finest quality owing to the brand&rsquo;s Octa-Q process.Key Features- The signature of authentic biryani is the length of the rice grain- Daawat biryani is the world's longest grain which gives the finest presentation to the biryani. Every single grain of Daawat biryani basmati rice elongates to 18-24 mm when cookedShelf LifeBest before 24 Months from the packing dateStorage ConditionStore in a cool and dry place.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length: - Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati). - Dubar has broken rice grains but longer than 75% of the length of the full-length rice. - Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice. - Kinki has broken rice grains less than 60% of the full length of the rice grain. - Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.",Grocery > Rice & Rice Products,5,12-01-2010 09:59,1405641600,,United Kingdom
536388,22922,A3BMUBUC1N77U8,972683275,Daawat Brown Basmati Rice,Daawat,175,Grocery,Rice & Rice Products,1,"OverviewIt is made using the unique hydration enhancement technology (HET) which moisturises the bran layer. This helps water penetrate the grain easily while cooking, so you can serve wholesome brown rice goodness in just 15 minutes.Daawat Brown Rice is perfect for delicious, nutritious & healthy cooking. The ideal way to cook is to put / cup of rice and 2% cups of water into a cooking pan and stir well. Heat the contents on high heat until the water starts to boil. Reduce the heat, simmer and cover the pan with a lid. Continue cooking for I2-15 mins or until the water is absorbed. Your rice is ready to be set.Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length:Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati).Dubar has broken rice grains but longer than 75% of the length of the full-length rice.Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice.Kinki has broken rice grains less than 60% of the full length of the rice grain.Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.",Grocery > Rice & Rice Products,4,12-01-2010 09:59,1385164800,,United Kingdom
536388,22969,A17S5ODXALEGVP,972683275,Daawat Pulav Basmati Rice,Daawat,75,Grocery,Rice & Rice Products,500,"OverviewThe pearly white and slender grains of Daawat Pulav Basmati Rice makes a perfect pulav. The unique Daawat Octa-Q process ensures that Daawat Pulav Basmati Rice is packed with iridescent, flavourful, and aromatic basmati that makes your pulav look, and taste wonderful. The pure and sheen look of the pulav enhance any herb, spice, or garnish that you add; making your pulav the centrepiece at the table!Any Other Must-Know InformationDaawat Pulav Basmati rice is perfect for pulav and is also suitable for any rice recipe, depending on your preference.About The BrandTo ensure you get the finest quality basmati, Daawat has developed a unique and special 8-Step Octa process. This process starts with sourcing and selecting authentic basmati, where the grain is fed crystal-clear mountain water. Dawat pioneered the use of modern moisture and temperature controlled high-tech storage systems, where the paddy carefully ages for 12 to 18 months to bring out its full natural aroma, taste, and goodness. This grain is now milled, using world-class equipment, to retain all its natural goodness. Finally, the 4-step procedures guarantee you get only the best quality, and the finest basmati to give you dishes that are perfect and delicious every time.",Grocery > Rice & Rice Products,5,12-01-2010 09:59,1325376000,,United Kingdom
536388,22923,A39PZJCRS98E6P,972683275,Daawat Pulav Basmati Rice,Daawat,135,Grocery,Rice & Rice Products,1,"Pearly White and slender grains make up a perfect Pulav. The unique Daawat Octa-Q process ensures that only Daawat Pulav basmati rice is packed with iridescent, flavour able, aromatic basmati and that makes your Pulav look and taste wonderful. The whiteness and sheen set off any herb, spice, and ingredient or garnish that you add. And makes your Pulav a centrepiece at the table!
Basmati Rice is classified according to its grain length. Some of the grains of rice are broken during the removal of the husk.Here is the classification of different types of rice according to the grain length:Full-length rice has 100% of the rice grain length for a variety (e.g. Basmati).Dubar has broken rice grains but longer than 75% of the length of the full-length rice.Tibar has broken rice grains in the range of 60% to 75% of the length of the full-length rice.Kinki has broken rice grains less than 60% of the full length of the rice grain.Kinki rice is further classified into Mogra and Mini Mogra in the descending order of the rice grain size.",Grocery > Rice & Rice Products,5,12-01-2010 09:59,1316908800,,United Kingdom
